CODE,MIN,MODE,MAX,COMMENTS
395123002,1000.0,2000.0,4000.0,Urine screening test for diabetes
104375008,1000.0,2000.0,4000.0,Hepatitis C antibody test
169690007,1000.0,2000.0,4000.0,Rubella screening
104326007,1000.0,2000.0,4000.0,Measurement of Varicella-zoster virus antibody
28163009,1000.0,2000.0,4000.0,Skin test for tuberculosis
167271000,1000.0,2000.0,4000.0,Urine protein test
443529005,1000.0,2000.0,4000.0,Screening for chromosomal aneuploidy in prenatal amniotic fluid
275833003,1000.0,2000.0,4000.0,Alpha-fetoprotein test
169673001,1000.0,2000.0,4000.0,Antenatal RhD antibody screening
51116004,1284.51,2569.027213,5138.05,RhD passive immunization
399014008,1284.51,2569.027213,5138.05,Vaccination for diphtheria  pertussis  and tetanus
268556000,1000.0,2000.0,4000.0,Urine screening for glucose
118001005,1000.0,2000.0,4000.0,Streptococcus pneumoniae group B antigen test
31208007,1824.58,3649.164231,7298.33,Medical induction of labor
18946005,1000.0,2000.0,4000.0,Epidural anesthesia
237001001,2034.85,4069.693889,8139.39,Augmentation of labor
85548006,2721.4,5442.799164,10885.6,Episiotomy
236974004,3228.19,6456.387949,12912.78,Instrumental delivery
177157003,3228.19,6456.387949,12912.78,Spontaneous breech delivery
11466000,4190.84,8381.68,16763.36,Cesarean section
236931002,1284.51,2569.027213,5138.05,Methotrexate injection into tubal pregnancy
445912000,3955.85,7911.699567,15823.4,Excision of fallopian tube and surgical removal of ectopic pregnancy
714812005,4552.66,9105.321512,18210.64,Induced termination of pregnancy
112790001,2849.9,5699.796796,11399.59,Nasal sinus endoscopy (procedure)
117015009,1000.0,2000.0,4000.0,Throat culture (procedure)
609588000,9597.84,19195.68573,38391.37,Total knee replacement
52734007,9674.16,19348.31177,38696.62,Total replacement of hip
171245007,1000.0,2000.0,4000.0,Urine screening
232717009,20965.79,41931.57962,83863.16,Coronary artery bypass grafting
447365002,13027.2,26054.39635,52108.79,Insertion of biventricular implantable cardioverter defibrillator
429500007,13027.2,26054.39635,52108.79,Monophasic defibrillation
180325003,13027.2,26054.39635,52108.79,Electrical cardioversion
18286008,4688.7,9377.401472,18754.8,Catheter ablation of tissue of heart
49436004,13027.2,26054.39635,52108.79,Atrial Fibrillation
433112001,10387.93,20775.85873,41551.72,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance
415070008,10727.4,21454.79933,42909.6,Percutaneous coronary intervention
40701008,400.0,1000.0,2000.0,Echocardiography (procedure)
434158009,400.0,1000.0,2000.0,Transthoracic three dimensional ultrasonography of heart (procedure)
185389009,75.0,75.0,75.0,Follow-up visit (procedure) -  Prior costs update source
103744005,383.0,431.0,733.0,Administration of intravenous fluids - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3825225/
103746007,100.0,125.0,150.0,"Heparin therapy (procedure) - https://www.aafp.org/afp/1999/0315/p1607.html#:~:text=In%20our%20community%2C%20the%20cost%20of%20low-molecular-weight%20heparin,using%20low-molecular-weight%20heparin%20instead%20of%20standard%20heparin%20therapy."
108290001,18368.0,111728.0,399056.0,Radiation oncology AND/OR radiotherapy (procedure) - https://jamanetwork.com/journals/jamaoncology/article-abstract/2758570
113076002,176.0,206.0,236.0,Oral Glucose Tolerance Test - https://doi.org/10.2337/diacare.26.9.2536
384692006,17514.0,17931.0,21374.0,Intracavitary brachytherapy (procedure) - https://www.sciencedirect.com/science/article/pii/S105342961930061X?viewFullText=true
113120007,17514.0,17931.0,21374.0,Interstitial brachytherapy (procedure) - https://www.sciencedirect.com/science/article/pii/S105342961930061X?viewFullText=true
11816003,100.0,150.0,200.0,"Diet education (procedure) - https://health.costhelper.com/nutritionist.html#:~:text=Typical%20costs%3A%20For%20patients%20not%20covered%20by%20health,end%20if%20the%20dietitian%20comes%20to%20your%20home."
122548005,2558.0,3196.0,7990.0,Biopsy of breast (procedure) - https://www.healthcarebluebook.com/ui/proceduredetails/508
133901003,704.0,44024.0,717306.0,Burn care - https://pubmed.ncbi.nlm.nih.gov/25041616/
134435003,16.8,20.7,73.5,"Routine antenatal care - https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-018-3013-1#:~:text=Adding%20up%20health%20facility%20and%20household%20costs%2C%20the,than%20the%20following%20three%20visits%20%28%246%20-%20%2411%29."
13569004,1800.0,2400.0,3000.0,Transfusion of plasma (procedure) - https://www.howmuchisit.org/blood-transfusion-cost/
15081005,1904.0,2218.0,2532.0,"Pulmonary rehabilitation (regime/therapy) - https://pubmed.ncbi.nlm.nih.gov/18415809/#:~:text=Costs%20of%20pulmonary%20rehabilitation%20and%20predictors%20of%20adherence,per%20patient%20of%20rehabilitation%20was%20%242%2C218%20%28SD%20%24314%3B"
1571000087109,160.0,390.0,2250.0,Ultrasonography of bilateral breasts (procedure) - https://www.newchoicehealth.com/procedures/breast-ultrasound
162673000,50.0,200.0,222.0,General examination of patient (procedure) - https://health.costhelper.com/physical-exam.html
162676008,50.0,200.0,222.0,Brief general examination (procedure) - https://health.costhelper.com/physical-exam.html
169762003,100.0,150.0,200.0,"Postnatal visit - https://children.costhelper.com/post-partum-doctor-visit.html#:~:text=Typical%20costs%3A%20The%20typical%20cost%20of%20a%20postpartum,prenatal%20care%20and%20delivery%20should%20cover%20postpartum%20care."
170836005,20.0,60.0,100.0,Allergic disorder monitoring - https://www.thepricer.org/allergy-shots-cost/
170837001,20.0,60.0,100.0,Allergic disorder initial assessment - https://www.thepricer.org/allergy-shots-cost/
170838006,20.0,60.0,100.0,Allergic disorder follow-up assessment - https://www.thepricer.org/allergy-shots-cost/
180207008,1800.0,2400.0,3000.0,Intravenous blood transfusion of packed cells (procedure) - https://www.howmuchisit.org/blood-transfusion-cost/
183063000,100.0,150.0,200.0,"low salt diet education - https://health.costhelper.com/nutritionist.html#:~:text=Typical%20costs%3A%20For%20patients%20not%20covered%20by%20health,end%20if%20the%20dietitian%20comes%20to%20your%20home."
183460006,1189.0,4215.0,11986.0,Obstetric emergency hospital admission - https://www.healthaffairs.org/doi/full/10.1377/hlthaff.2014.1088
183478001,391.0,391.0,1389.0,"Emergency hospital admission for asthma - http://www.ahdbonline.com/articles/652-article-652#:~:text=The%20cost%20of%20a%20visit%20to%20the%20emergency,H.%20Stanford%2C%20PharmD%2C%20MS%2C%20a%20researcher%20with%20GlaxoSmithKline."
183495009,141.0,253.0,365.0,"Non-urgent orthopedic admission - https://www.mdsave.com/procedures/orthopedic-established-patient-office-visit/d784f8ca#:~:text=How%20Much%20Does%20an%20Orthopedic%20Established%20Patient%20Office,and%20save.%20Read%20more%20about%20how%20MDsave%20works."
183801001,5667.0,6156.0,7464.0,Inpatient stay 3 days - https://www.beckershospitalreview.com/finance/average-hospital-expenses-per-inpatient-day-across-50-states.html -- multiplied each of these by 3.
210098006,180.0,195.0,210.0,"Domiciliary or rest home patient evaluation and management - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
223472008,30.0,35.0,40.0,"Discussion about hygiene - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
223484005,70.0,75.0,80.0,"Discussion about treatment (procedure) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
225302006,400.0,450.0,500.0,"Insulin Therapy - https://www.diabetesselfmanagement.com/blog/the-cost-of-insulin/#:~:text=Insulin%20costs%20have%20soared%20from%20%24100%E2%80%93%24200%20per%20month,has%20risen%20from%20%24130%20to%20%24495%20per%20month."
225323000,50.0,60.0,85.0,Smoking cessation education - https://www.aarc.org/education/online-courses/smoking-cessation-training/
225358003,5000.0,5500.0,6622.0,Wound care - https://www.todayswoundclinic.com/the-cost-outpatient-wound-care
226029000,60.0,120.0,402.0,Exercise Therapy - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC153837/ & https://thervo.com/costs/how-much-does-therapy-cost
229065009,60.0,120.0,402.0,Exercise Therapy - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC153837/ & https://thervo.com/costs/how-much-does-therapy-cost
229070002,55.0,77.5,100.0,Stretching exercises - https://www.menshealth.com/fitness/a19700990/assisted-stretching-worth-it-boutique-fitness-classes/
231181000000100,16792.0,21450.0,28334.0,Delivery of rehabilitation for spinal cord injury - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2141733/
232657004,500000.0,561200.0,800000.0,"Lung Transplant - https://health.costhelper.com/lung-transplants.html#:~:text=The%20typical%20cost%20of%20transplant%20is%20%24500%2C000-%24800%2C000%2C%20depending,whether%20the%20procedure%20involves%20one%20or%20both%20lungs."
234262008,1000.0,1370.0,1740.0,Excision of axillary lymph node (procedure) - https://pubmed.ncbi.nlm.nih.gov/14605613/
241055006,80.0,120.0,212.0,Mammogram - symptomatic (procedure) - https://health.costhelper.com/mammogram.html
241615005,500.0,1468.0,3000.0,Magnetic resonance imaging of breast (procedure) - https://www.businessinsider.com/how-much-an-mri-costs-by-state-2017-3
24165007,100.0,125.0,150.0,"Alcoholism counseling - https://scrippsresearchlajolla.com/blog/alcohol-counseling-cost#:~:text=Estimates%20of%20the%20average%20cost%20of%20inpatient%20counseling,costly%2C%20coming%20in%20at%20around%20%24140%20a%20week."
243072006,30.0,35.0,40.0,"Cancer education - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
24623002,80.0,120.0,212.0,Screening mammography (procedure) - https://health.costhelper.com/mammogram.html
261352009,0.38,2.5,5.75,Face mask (physical object) - https://www.cnn.com/2020/04/16/politics/ppe-price-costs-rising-economy-personal-protective-equipment/index.html
29303009,500.0,1500.0,2850.0,Electrocardiographic procedure - https://health.costhelper.com/ecg.html
302497006,14000.0,26000.0,38000.0,Hemodialysis (procedure) - https://khn.org/news/first-kidney-failure-then-a-540842-bill-for-dialysis/
304510005,30.0,35.0,40.0,"Recommendation to avoid exercise - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
266707007,3700.0,4700.0,5700.0,"Drug addiction therapy - https://www.drugabuse.gov/publications/principles-drug-addiction-treatment-research-based-guide-third-edition/frequently-asked-questions/drug-addiction-treatment-worth-its-cost#:~:text=For%20example%2C%20the%20average%20cost%20for%201%20full,use%20and%20its%20associated%20health%20and%20social%20costs."
310061009,100.0,125.0,200.0,Gynecology service (qualifier value) - https://www.encyclopedia.com/articles/how-much-does-it-cost-to-see-a-gynecologist-without-health-insurance/
311791003,70.0,75.0,80.0,"Information gathering (procedure) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
313071005,140.0,789.0,1000.0,"Counseling for substance abuse (procedure) - https://addictionblog.org/FAQ/costs/how-much-does-addiction-counseling-cost/#:~:text=One%20study%20estimated%20that%20the%20average%20cost%20of,type%20of%20counseling%20was%20around%20%24140%20per%20week."
305351004,1783.0,48744.0,784351.0,Admission to intensive care unit (procedure) - https://academic.oup.com/bjaed/article/6/4/160/387292 & https://academic.oup.com/bjaed/article/6/4/160/387292
35025007,100.0,150.0,250.0,Manual pelvic examination (procedure) - https://health.costhelper.com/pelvic-exams.html
361235007,486.08,542.25,598.42,Isolation of infected patient (procedure) - https://www.sciencedirect.com/science/article/pii/S0196655313013308?viewFullText=true [Cost was multiplied by 14 days as an average length of isolation
38102005,15278.0,18537.0,32446.0,Open Removal of Gall Bladder - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3667156/
385691007,200.0,250.0,950.0,"Fracture care - https://health.costhelper.com/sprained-broken-wrist.html#:~:text=A%20typical%20doctor%20fee%20for%20non-surgical%20treatment%20of,wrist%20typically%20costs%20%247%2C000%20to%20%2410%2C000%20or%20more."
386394001,508.0,750.0,1000.0,"Pregnancy termination care - https://www.plannedparenthood.org/learn/teens/ask-experts/how-much-does-an-abortion-cost, https://www.guttmacher.org/fact-sheet/induced-abortion-united-states"
392020005,2210.7,3133.5,9627.0,"PICC care - https://pubmed.ncbi.nlm.nih.gov/29258628/#:~:text=PICC%20per%20patient%20per%20day%20%28including%20inpatient%20hospital,the%20median%20total%20and%20adjusted%20costs%20per%20patient"
392021009,29250.9,33512.92,37774.9,Lumpectomy of breast (procedure) - https://pubmed.ncbi.nlm.nih.gov/3778203/ [Adjusted 1986 dollars to 2020 dollars]
395082007,180.0,195.0,210.0,"Cancer care plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
396487001,10096.0,12660.0,15223.0,Sentinel lymph node biopsy (procedure) - https://pubmed.ncbi.nlm.nih.gov/14605613/
409526008,0.38,2.5,5.75,Personal protective equipment (physical object) - https://www.cnn.com/2020/04/16/politics/ppe-price-costs-rising-economy-personal-protective-equipment/index.html
410620009,75.0,75.0,75.0,Well child visit (procedure) - Prior costs update source
412776001,180.0,195.0,210.0,"Chronic obstructive pulmonary disease clinical management plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
413473000,100.0,125.0,150.0,Counseling about alcohol consumption - https://scrippsresearchlajolla.com/blog/alcohol-counseling-cost
415300000,70.0,75.0,80.0,"Review of systems (procedure) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
225337009,9.95,9.95,9.95,Suicide Risk Assessment - http://www.suicide-risk-assessment.com/cost.html
426990007,291.2,201.2,211.2,Home oxygen therapy (procedure) - https://www.homecaremag.com/news/home_oxygen_cost
433114000,200.0,250.0,300.0,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry (procedure) - https://pubmed.ncbi.nlm.nih.gov/10923081/ 
434363004,1527.0,1527.0,3267.0,"Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization (procedure) - https://pubmed.ncbi.nlm.nih.gov/23583531/#:~:text=If%20office%20based%20biopsies%20were%20used%20then%20cost,167%20biopsies%2C%20compared%20to%20biopsy%20in%20all%20patients."
443402002,30.0,35.0,40.0,"Lifestyle education regarding hypertension - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
443497002,10096.0,12659.5,15223.0,Excision of sentinel lymph node (procedure) - https://pubmed.ncbi.nlm.nih.gov/14605613/
45595009,1947.0,4662.0,20276.0,Laparoscopic Removal of Gall Bladder - https://www.healthcarebluebook.com/ui/proceduredetails/74
50849002,880.0,1389.0,1895.0,Emergency room admission (procedure) - https://www.usatoday.com/story/news/health/2019/06/04/hospital-billing-code-changes-help-explain-176-surge-er-costs/1336321001/
56251003,20.0,50.0,120.0,Nebulizer Therapy - https://www.howmuchisit.org/nebulizer-machine-cost/
58332002,30.0,35.0,40.0,"Allergy education - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
60112009,,250.0,500.0,Drug addiction counseling - https://www.rehabs.com/addiction/how-much-does-rehab-cost/
65575008,1778.0,2220.0,5550.0,Biopsy of prostate - https://www.healthcarebluebook.com/ui/proceduredetails?cftId=92&g=Prostate%20Biopsy
69031006,2558.0,3196.0,7990.0,Excision of breast tissue (procedure) - https://www.healthcarebluebook.com/ui/proceduredetails/508
702927004,110.0,156.0,202.0,Urgent care clinic (procedure) - https://www.acpjournals.org/doi/10.7326/0003-4819-151-5-200909010-00006
703040004,130.0,150.0,170.0,"Agreeing on diabetes care plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
705643001,1000.0,1000.0,1000.0,"Coronary artery stent (physical object) - https://www.thefiscaltimes.com/Articles/2010/04/26/The-High-Cost-of-Heart-Disease#:~:text=While%20a%20bare%20metal%20stent%20can%20cost%20less,be%20anywhere%20from%20%2430%2C000%20to%20more%20than%20%24100%2C000."
710081004,1179.0,1519.0,2321.0,smoking cessation therapy - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3358703/
710818004,24.16,39.5,39.5,Inhaled steroid therapy - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5895474/
71651007,80.0,120.0,212.0,Mammography (procedure) - https://health.costhelper.com/mammogram.html
718347000,70.0,75.0,80.0,"Mental health care plan (record artifact) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
734163000,70.0,75.0,80.0,"Care Plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
735984001,180.0,195.0,210.0,"Heart failure self management plan -  http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
736252007,180.0,195.0,210.0,"Cancer care plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
736254008,130.0,150.0,170.0,"Psychiatry care plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
736285004,30.0,35.0,40.0,"Hyperlipidemia clinical management plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
736353004,30.0,60.0,80.0,"Inpatient care plan (record artifact) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
736376001,70.0,75.0,80.0,"Infectious disease care plan (record artifact) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
736690008,180.0,195.0,210.0,"Dialysis care plan (record artifact) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
385892002,30.0,35.0,40.0,"Mental health screening (procedure) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
715252007,30.0,35.0,40.0,"Depression screening using Patient Health Questionnaire Nine Item score (procedure) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
737434004,130.0,150.0,170.0,"Major depressive disorder clinical management plan - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
737471002,130.0,150.0,170.0,"Minor surgery care management (procedure) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
75162002,16792.0,21450.0,28334.0,Spinal cord injury rehabilitation - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2141733/
90470006,4075.0,7940.5,11806.0,Prostatectomy - https://pubmed.ncbi.nlm.nih.gov/22981673/
737567002,180.0,195.0,210.0,"Major surgery care management - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
784051000000106,3616.0,5000.0,6990.0,Depression care management - https://ps.psychiatryonline.org/doi/full/10.1176/appi.ps.201100402
311401005,30.0,35.0,40.0,"Patient education (procedure) - http://www.whatismedicalinsurancebilling.org/p/cpt-99201-99202-99203-99204-99205-which.html#:~:text=CPT%20Code%2099202%20OFFICE%20OUTPATIENT%20NEW%2020%20MINUTES,problem%20focused%20examination%3B%20and%20straightforward%20medical%20decision%20making."
773593000,79.0,100.0,300.0,"Urology care plan (record artifact) - https://health.costhelper.com/uti.html#:~:text=For%20patients%20not%20covered%20by%20health%20insurance%2C%20treatment,urine%20culture%2C%20antibiotics%20and%20an%20analgesic%20for%20pain."
79094001,100.0,300.0,500.0,Initial psychiatric interview with mental status and evaluation - https://www.betterhelp.com/advice/psychiatry/how-much-does-a-psychiatrist-cost/
88848003,100.0,200.0,300.0,Psychiatric follow-up - https://www.betterhelp.com/advice/psychiatry/how-much-does-a-psychiatrist-cost/
